29021616858062	35.085197	39.98784
29021705369242	35.08554	39.985867
29021787760845	35.09864	39.981487
29021882927043	35.105743	39.979702
29021958486917	41.93688	39.787003
29022030120266	43.90346	39.677338
29022145336747	45.812084	39.685944
29022235266480	47.193687	39.665688
29022318785004	49.125835	39.740936
29022401099750	50.383884	39.814156
29022482141106	52.96725	39.873333
29022564981099	54.36549	39.898254
29022646230773	56.268234	40.040417
29022712334093	57.651123	40.147793
29022794530232	59.55312	40.31666
29022881102977	60.9173	40.46484
29022962201762	62.137775	40.5944
29023043552602	64.1195	40.82131
29023124951218	65.34979	40.98075
29023204803283	67.37208	41.27288
29023288535619	68.672195	41.429142
29023369547225	69.988815	41.614223
29023450854262	70.61546	41.146645
29023533506199	70.65328	40.41061
29023613885655	71.06385	39.275375
29023697022861	71.589195	38.6562
29023778526972	72.618484	37.922165
29023860930392	72.94697	38.125504
29023943650433	72.61397	39.868393
29024025384631	72.35209	41.166817
29024188199632	71.66367	44.378716
29024238918930	71.363266	45.643837
29024387433140	70.60345	48.755623
29024870398403	70.981514	54.617455
29024950434300	71.668816	55.1288
29025031176919	72.30682	56.147423

29094361858561	35.393436	39.987354
29094442198832	35.40346	39.989227
29094519224572	35.381493	39.986656
29094598248146	35.386696	39.984337
29094768992813	46.011086	39.93052
29094866777466	47.461426	39.92855
29094955828443	49.328648	40.01132
29095041374824	50.631924	40.099842
29095127295217	52.571106	40.193768
29095463117149	59.7769	40.83989
29095547538728	60.98712	40.971264
29095633590822	62.98966	41.23776
29095718674888	64.22921	41.412388
29095801235157	66.201454	41.704575
29095887754779	67.47712	41.8794
29095973075110	69.383896	42.221714
29096057711649	70.733185	42.4206
29096142730802	72.196236	42.50705
29096227933953	72.07217	41.744923
29096311098236	72.33933	40.581505
29096394433571	73.02221	39.62771
29096474729305	73.64686	39.14453
29096557940675	73.74086	39.693165
29096639914318	73.79932	41.02612
29096721858844	74.06914	42.830036
29096795892137	74.178024	44.212063
29097485624954	77.343124	53.482563
29097569574985	78.043396	53.85119
29097654532831	78.438736	54.66973
29097899330717	74.12351	55.63521
29098063844605	70.8441	56.14889

29538074890986	35.919224	39.96838
29538125801738	35.917187	39.965767
29538211122193	35.91176	39.96152
29538293683240	35.900784	39.96589
29538381125947	38.820282	39.95765
29538478850736	40.126316	39.91633
29538556443404	40.81955	39.94604
29538663283106	42.709473	39.920948
29538754138416	44.03918	39.913464
29538838608688	45.927425	39.971577
29538923362667	48.012455	40.063656
29539009014798	49.83076	40.15701
29539095205175	51.794186	40.298782
29539197482327	53.070805	40.381283
29539368403721	56.382084	40.549534
29539456252561	57.751606	40.576553
29539546375218	57.51796	39.64383
29539631902844	57.542595	38.59122
29539717358072	57.84324	38.053814
29539804320063	58.516617	37.34165
29539889476167	58.904808	37.276028
29540055929877	58.36812	40.35286
29540141992031	58.053154	41.61687
29540228326742	57.571106	43.238407
29540313660122	57.223217	44.550358
29540399221530	56.707745	46.22778
29540570400232	55.79492	49.147472
29540660740006	55.40673	50.373066
29540760208895	54.80682	52.102665
29540854109551	54.107166	53.99784
29540947892913	53.68047	55.075478
29541041734401	53.012047	56.88078
29541134202922	52.336548	58.553837
29541229016962	51.52459	60.44287
29541322701909	50.821407	62.059944
29541415879445	50.276203	63.345963
29541493524779	49.51716	64.95457
29541621516200	47.998543	68.406075
29541719622415	47.033016	70.243164
29541813847637	46.275146	71.84438
29541907998585	45.91907	72.46774
29542000704130	45.265255	73.53825
29542094055421	44.144444	75.299576
29542187907034	43.186245	76.9122
29542375449380	41.44421	79.70634
29542469359724	40.358273	81.45571
29542563496636	39.38296	82.92843
29542657372134	38.216515	84.70505
29542750633554	37.180065	86.243576
29542861837332	36.314404	87.397415
29542961304336	35.202473	88.96247
29543050370590	33.968777	90.637825

29862478800865	35.637054	40.021183
29862588661989	35.635605	40.019257
29862664500727	35.637005	40.020245
29862712035568	35.63671	40.01892
29862761141004	42.550163	39.88422
29862837924204	43.76818	39.82951
29862946618057	46.360855	39.852856
